latitude,longitude
52.51550091718762,13.394022444755201
52.52346588582926,13.416277676821897
52.52419683443584,13.419796312905858
52.51352141375422,13.396143754043207
52.52367976679298,13.416831458765854
52.523480630034044,13.414515765927133
52.51518186625506,13.3952482205863
52.520768296935536,13.395849680756108
52.519607891846874,13.403536485051868
52.52412438174662,13.413617200269035
52.514407606075764,13.39413600923032
52.52417100498908,13.414439818959803
52.52036139560551,13.406538036566465
52.51519808476077,13.394855639588076
52.52009965136509,13.404496524345884
52.52022745993461,13.406307142754281
52.51322127975109,13.396496044311489
52.519754611884004,13.404246263835642
52.52507580455819,13.414322838288488
52.51420952554456,13.395471468357135
52.501018379357575,13.385180596851313
52.51527045682578,13.394949761890551
52.51476906546979,13.395696206364812
52.520586857093804,13.407190455625809
52.52475103585152,13.415971570950953
52.525515035267205,13.415513785950912
52.52422717478546,13.414763181393258
52.51423674084346,13.393195117899335
52.524992027358685,13.416479944138889
52.515478979825744,13.395333662105287
52.520625667347765,13.404142842443584
52.50154277440453,13.407185891307723
52.52398247636907,13.417709270965405
52.515048521627946,13.394169049883589
52.51939829338777,13.406852278184509
52.52616316375215,13.415010233061018
52.52020886359501,13.40304032987612
52.50956257508796,13.407120646102364
52.515481009231735,13.39522388402428
52.51976350100132,13.38695580996878
52.5266449677135,13.414750963960444
52.51454063910046,13.394150155630534
52.51474502278258,13.396503992988583
52.515338496407495,13.394584712086099
52.52597511973342,13.414852942618497
52.52557655696305,13.415311250154543
52.52188618590122,13.405174577812831
52.513044820158115,13.386681357843683
52.524174502803206,13.414678614158346
52.51508658978747,13.394844322764607
52.52033126343141,13.405975545127122
52.515371145873374,13.394396014813283
52.51587112470343,13.394673976467832
52.52509767609855,13.414226990216143
52.516665474444466,13.396014370065018
52.525614166700045,13.415757507710046
52.51893769628628,13.405473592430635
52.519927989878425,13.406003532897891
52.51451239377593,13.39456744181218
52.51434935743088,13.394512874616234
52.50541726035382,13.38365947349591
52.517852337921006,13.395373065886387
52.52562411981705,13.415628345509264
52.50248396003775,13.414947084567453
52.519025318329774,13.405787084603741
52.51908057576577,13.406549934405017
52.526266911149186,13.41429233053438
52.52452505468884,13.414346670767426
52.52589959987543,13.415307299520876
52.519657285483476,13.404197722730778
52.525199059695574,13.41439978312284
52.505261138358705,13.417562707940515
52.51738025489591,13.405821902504375
52.505553987865156,13.382313707062536
52.51019624891304,13.414048276561951
52.51455570673993,13.395377300493044
52.520963376129245,13.405412780926936
52.524300274492006,13.415213979910733
52.51602915563733,13.395472597482412
52.51002731672451,13.411453800576622
52.517445751979615,13.395129221181975
52.527189802933215,13.414191701714644
52.524848214904964,13.415588317206483
52.51532613302224,13.393748886423614
52.51659318662664,13.394488784323569
52.52417777960443,13.415243687211492
52.525686260190376,13.41338728412881
52.512961875464825,13.393991913689081
52.52157137715553,13.389551085830732
52.51360143242618,13.39556296923669
52.51473012506471,13.394021236284217
52.513889424154534,13.396752270443423
52.524243649254714,13.413577746290402
52.52420747926156,13.414885263558531
52.508913651468696,13.384418964525256
52.526451143607794,13.415959270826084
52.5142262108009,13.393755345296688
52.52451463645217,13.415081874139386
52.5143481638922,13.395047398671316
52.52743235837775,13.411951329430947
